Translator,PoemID,opN,ctN,TotalMatch,Unmatch,ExactMatch,FieldMatch,GroupMatch,AdditionRate,UnmatchRate,TotalMatch_a,Unmatch_a,ExactMatch_a,FieldMatch_a,GroupMatch_a,AdditionRate_a,UnmatchRate_a
kubota,0918,21,40,16,5,12,2,2,0.6,0.23809523809523808,15,6,9,2,4,0.625,0.2857142857142857
kyusojin,0918,21,33,17,4,9,4,4,0.48484848484848486,0.19047619047619047,12,9,6,3,3,0.6363636363636364,0.42857142857142855
matsuda,0918,21,27,18,3,9,2,7,0.33333333333333337,0.14285714285714285,16,5,8,3,5,0.40740740740740744,0.23809523809523808
okumura,0918,21,31,16,5,8,4,4,0.4838709677419355,0.23809523809523808,9,12,2,3,4,0.7096774193548387,0.5714285714285714
ozawa,0918,21,37,15,6,8,3,4,0.5945945945945945,0.2857142857142857,11,10,4,3,4,0.7027027027027026,0.47619047619047616
takeoka,0918,21,24,18,3,12,2,4,0.25,0.14285714285714285,14,7,9,2,3,0.41666666666666663,0.3333333333333333
kaneko,0919,19,37,17,2,11,2,4,0.5405405405405406,0.10526315789473684,13,6,10,2,1,0.6486486486486487,0.3157894736842105
katagiri,0919,19,32,15,4,12,1,2,0.53125,0.21052631578947367,13,6,11,1,1,0.59375,0.3157894736842105
kojimaarai,0919,19,35,18,1,10,1,7,0.48571428571428577,0.05263157894736842,12,7,10,1,1,0.6571428571428571,0.3684210526315789
komachiya,0919,19,37,17,2,10,1,6,0.5405405405405406,0.10526315789473684,14,5,10,1,3,0.6216216216216216,0.2631578947368421
kubota,0919,19,26,17,2,13,1,3,0.34615384615384615,0.10526315789473684,14,5,13,1,0,0.46153846153846156,0.2631578947368421
kyusojin,0919,19,40,14,5,8,2,4,0.65,0.2631578947368421,12,7,8,2,2,0.7,0.3684210526315789
matsuda,0919,19,27,15,4,9,1,5,0.4444444444444444,0.21052631578947367,11,8,8,1,2,0.5925925925925926,0.42105263157894735
okumura,0919,19,37,16,3,8,1,7,0.5675675675675675,0.15789473684210525,9,10,6,1,2,0.7567567567567568,0.5263157894736842
ozawa,0919,19,32,15,4,7,0,8,0.53125,0.21052631578947367,8,11,6,0,2,0.75,0.5789473684210527
takeoka,0919,19,22,16,3,10,1,5,0.2727272727272727,0.15789473684210525,13,6,10,1,2,0.40909090909090906,0.3157894736842105
kaneko,0920,19,64,15,4,5,3,7,0.765625,0.21052631578947367,12,7,5,2,5,0.8125,0.3684210526315789
katagiri,0920,19,40,16,3,8,1,7,0.6,0.15789473684210525,10,9,7,1,2,0.75,0.47368421052631576
kojimaarai,0920,19,37,14,5,6,2,6,0.6216216216216216,0.2631578947368421,11,8,5,3,3,0.7027027027027026,0.42105263157894735
komachiya,0920,19,32,13,6,6,2,5,0.59375,0.3157894736842105,8,11,6,0,2,0.75,0.5789473684210527
kubota,0920,19,35,15,4,9,2,4,0.5714285714285714,0.21052631578947367,9,10,7,1,1,0.7428571428571429,0.5263157894736842
kyusojin,0920,19,52,13,6,4,3,6,0.75,0.3157894736842105,7,12,2,2,3,0.8653846153846154,0.631578947368421
matsuda,0920,19,30,13,6,6,2,5,0.5666666666666667,0.3157894736842105,9,10,6,2,1,0.7,0.5263157894736842
okumura,0920,19,39,13,6,4,3,6,0.6666666666666667,0.3157894736842105,8,11,4,1,3,0.7948717948717949,0.5789473684210527
ozawa,0920,19,53,14,5,4,2,8,0.7358490566037736,0.2631578947368421,7,12,4,2,1,0.8679245283018868,0.631578947368421
takeoka,0920,19,26,14,5,7,1,6,0.46153846153846156,0.2631578947368421,7,12,7,0,0,0.7307692307692308,0.631578947368421
kaneko,0921,16,41,11,5,8,1,2,0.7317073170731707,0.3125,8,8,6,1,1,0.8048780487804879,0.5
katagiri,0921,16,40,10,6,8,0,2,0.75,0.375,8,8,8,0,0,0.8,0.5
kojimaarai,0921,16,42,10,6,7,0,3,0.7619047619047619,0.375,7,9,7,0,0,0.8333333333333334,0.5625
komachiya,0921,16,22,12,4,8,1,3,0.4545454545454546,0.25,9,7,8,1,0,0.5909090909090908,0.4375
kubota,0921,16,29,9,7,8,0,1,0.6896551724137931,0.4375,8,8,7,0,1,0.7241379310344828,0.5
kyusojin,0921,16,33,12,4,8,1,3,0.6363636363636364,0.25,10,6,8,1,1,0.696969696969697,0.375
matsuda,0921,16,25,11,5,7,1,3,0.56,0.3125,9,7,7,1,1,0.64,0.4375
okumura,0921,16,31,12,4,8,1,3,0.6129032258064516,0.25,8,8,7,0,1,0.7419354838709677,0.5
ozawa,0921,16,29,11,5,7,1,3,0.6206896551724138,0.3125,9,7,7,1,1,0.6896551724137931,0.4375
takeoka,0921,16,23,12,4,7,2,3,0.4782608695652174,0.25,10,6,7,2,1,0.5652173913043479,0.375
kaneko,0922,18,42,14,4,12,2,0,0.6666666666666667,0.2222222222222222,12,6,10,2,0,0.7142857142857143,0.3333333333333333
katagiri,0922,18,33,16,2,10,1,5,0.5151515151515151,0.1111111111111111,12,6,9,1,2,0.6363636363636364,0.3333333333333333
kojimaarai,0922,18,33,15,3,9,1,5,0.5454545454545454,0.16666666666666666,11,7,8,1,2,0.6666666666666667,0.3888888888888889
komachiya,0922,18,39,17,1,10,2,5,0.5641025641025641,0.05555555555555555,14,4,9,2,3,0.641025641025641,0.2222222222222222
kubota,0922,18,25,17,1,12,2,3,0.31999999999999995,0.05555555555555555,15,3,12,2,1,0.4,0.16666666666666666
kyusojin,0922,18,37,14,4,8,1,5,0.6216216216216216,0.2222222222222222,11,7,7,1,3,0.7027027027027026,0.3888888888888889
matsuda,0922,18,38,15,3,9,2,4,0.6052631578947368,0.16666666666666666,12,6,8,2,2,0.6842105263157895,0.3333333333333333
okumura,0922,18,34,15,3,9,2,4,0.5588235294117647,0.16666666666666666,11,7,8,2,1,0.6764705882352942,0.3888888888888889
ozawa,0922,18,34,17,1,10,2,5,0.5,0.05555555555555555,13,5,9,2,2,0.6176470588235294,0.2777777777777778
takeoka,0922,18,25,14,4,10,1,3,0.43999999999999995,0.2222222222222222,11,7,10,1,0,0.56,0.3888888888888889
kaneko,0923,19,42,17,2,11,1,5,0.5952380952380952,0.10526315789473684,10,9,8,1,1,0.7619047619047619,0.47368421052631576
katagiri,0923,19,37,18,1,10,2,6,0.5135135135135135,0.05263157894736842,13,6,8,2,3,0.6486486486486487,0.3157894736842105
kojimaarai,0923,19,36,16,3,9,1,6,0.5555555555555556,0.15789473684210525,11,8,8,1,2,0.6944444444444444,0.42105263157894735
komachiya,0923,19,37,17,2,9,1,7,0.5405405405405406,0.10526315789473684,12,7,8,1,3,0.6756756756756757,0.3684210526315789
kubota,0923,19,32,17,2,8,2,7,0.46875,0.10526315789473684,11,8,8,2,1,0.65625,0.42105263157894735
kyusojin,0923,19,45,16,3,9,1,6,0.6444444444444444,0.15789473684210525,12,7,9,1,2,0.7333333333333334,0.3684210526315789
matsuda,0923,19,35,17,2,8,1,8,0.5142857142857142,0.10526315789473684,10,9,8,1,1,0.7142857142857143,0.47368421052631576
okumura,0923,19,38,17,2,9,1,7,0.5526315789473684,0.10526315789473684,11,8,8,1,2,0.7105263157894737,0.42105263157894735
ozawa,0923,19,31,16,3,6,2,8,0.4838709677419355,0.15789473684210525,9,10,6,1,2,0.7096774193548387,0.5263157894736842
takeoka,0923,19,29,16,3,8,1,7,0.4482758620689655,0.15789473684210525,12,7,7,1,4,0.5862068965517242,0.3684210526315789
kaneko,0924,21,42,13,8,9,1,3,0.6904761904761905,0.38095238095238093,11,10,9,1,1,0.7380952380952381,0.47619047619047616
katagiri,0924,21,36,17,4,12,2,3,0.5277777777777778,0.19047619047619047,14,7,12,2,0,0.6111111111111112,0.3333333333333333
kojimaarai,0924,21,34,18,3,12,1,5,0.47058823529411764,0.14285714285714285,13,8,11,1,1,0.6176470588235294,0.38095238095238093
komachiya,0924,21,30,16,5,10,1,5,0.4666666666666667,0.23809523809523808,11,10,8,1,2,0.6333333333333333,0.47619047619047616
kubota,0924,21,37,16,5,8,2,6,0.5675675675675675,0.23809523809523808,10,11,6,2,2,0.7297297297297297,0.5238095238095238
kyusojin,0924,21,32,18,3,10,4,4,0.4375,0.14285714285714285,14,7,10,4,0,0.5625,0.3333333333333333
matsuda,0924,21,32,17,4,10,3,4,0.46875,0.19047619047619047,12,9,9,3,0,0.625,0.42857142857142855
okumura,0924,21,33,17,4,10,2,5,0.48484848484848486,0.19047619047619047,12,9,9,2,1,0.6363636363636364,0.42857142857142855
ozawa,0924,21,33,17,4,10,3,4,0.48484848484848486,0.19047619047619047,12,9,9,2,1,0.6363636363636364,0.42857142857142855
takeoka,0924,21,30,16,5,11,1,4,0.4666666666666667,0.23809523809523808,13,8,11,1,1,0.5666666666666667,0.38095238095238093
kaneko,0925,17,41,16,1,13,1,2,0.6097560975609756,0.058823529411764705,13,4,12,1,0,0.6829268292682926,0.23529411764705882
katagiri,0925,17,39,14,3,11,1,2,0.641025641025641,0.17647058823529413,12,5,10,1,1,0.6923076923076923,0.29411764705882354
kojimaarai,0925,17,46,16,1,12,1,3,0.6521739130434783,0.058823529411764705,16,1,12,1,3,0.6521739130434783,0.058823529411764705
komachiya,0925,17,34,14,3,9,2,3,0.5882352941176471,0.17647058823529413,12,5,8,2,2,0.6470588235294117,0.29411764705882354
kubota,0925,17,32,15,2,10,1,4,0.53125,0.11764705882352941,12,5,10,1,1,0.625,0.29411764705882354
kyusojin,0925,17,32,12,5,8,1,3,0.625,0.29411764705882354,10,7,7,1,2,0.6875,0.4117647058823529
matsuda,0925,17,28,15,2,11,1,3,0.4642857142857143,0.11764705882352941,13,4,10,1,2,0.5357142857142857,0.23529411764705882
okumura,0925,17,36,14,3,9,2,3,0.6111111111111112,0.17647058823529413,11,6,8,1,2,0.6944444444444444,0.35294117647058826
ozawa,0925,17,28,12,5,9,1,2,0.5714285714285714,0.29411764705882354,10,7,8,1,1,0.6428571428571428,0.4117647058823529
takeoka,0925,17,37,16,1,12,1,3,0.5675675675675675,0.058823529411764705,13,4,11,1,1,0.6486486486486487,0.23529411764705882
kaneko,0926,18,39,16,2,10,4,2,0.5897435897435898,0.1111111111111111,13,5,7,4,2,0.6666666666666667,0.2777777777777778
katagiri,0926,18,44,14,4,10,0,4,0.6818181818181819,0.2222222222222222,13,5,9,0,4,0.7045454545454546,0.2777777777777778
kojimaarai,0926,18,33,15,3,8,1,6,0.5454545454545454,0.16666666666666666,11,7,6,1,4,0.6666666666666667,0.3888888888888889
komachiya,0926,18,33,15,3,9,2,4,0.5454545454545454,0.16666666666666666,11,7,8,2,1,0.6666666666666667,0.3888888888888889
kubota,0926,18,38,18,0,12,2,4,0.5263157894736843,0.0,16,2,12,2,2,0.5789473684210527,0.1111111111111111
kyusojin,0926,18,35,14,4,9,2,3,0.6,0.2222222222222222,10,8,8,2,0,0.7142857142857143,0.4444444444444444
matsuda,0926,18,35,13,5,6,2,5,0.6285714285714286,0.2777777777777778,10,8,5,2,3,0.7142857142857143,0.4444444444444444
okumura,0926,18,39,15,3,10,2,3,0.6153846153846154,0.16666666666666666,11,7,9,2,0,0.717948717948718,0.3888888888888889
ozawa,0926,18,59,17,1,9,2,6,0.711864406779661,0.05555555555555555,14,4,8,2,4,0.7627118644067796,0.2222222222222222
takeoka,0926,18,38,15,3,8,2,5,0.6052631578947368,0.16666666666666666,12,6,8,2,2,0.6842105263157895,0.3333333333333333
kaneko,0927,18,34,16,2,9,3,4,0.5294117647058824,0.1111111111111111,13,5,8,3,2,0.6176470588235294,0.2777777777777778
katagiri,0927,18,33,15,3,8,3,4,0.5454545454545454,0.16666666666666666,8,10,5,2,1,0.7575757575757576,0.5555555555555556
kojimaarai,0927,18,39,16,2,9,3,4,0.5897435897435898,0.1111111111111111,7,11,4,2,1,0.8205128205128205,0.6111111111111112
komachiya,0927,18,28,16,2,8,3,5,0.4285714285714286,0.1111111111111111,10,8,6,3,1,0.6428571428571428,0.4444444444444444
kubota,0927,18,23,16,2,10,2,4,0.30434782608695654,0.1111111111111111,10,8,7,2,1,0.5652173913043479,0.4444444444444444
kyusojin,0927,18,26,15,3,7,2,6,0.42307692307692313,0.16666666666666666,9,9,6,1,2,0.6538461538461539,0.5
matsuda,0927,18,23,17,1,9,2,6,0.26086956521739135,0.05555555555555555,9,9,4,1,4,0.6086956521739131,0.5
okumura,0927,18,37,15,3,7,1,7,0.5945945945945945,0.16666666666666666,7,11,3,1,3,0.8108108108108107,0.6111111111111112
ozawa,0927,18,36,16,2,10,2,4,0.5555555555555556,0.1111111111111111,8,10,4,2,2,0.7777777777777778,0.5555555555555556
takeoka,0927,18,29,15,3,8,3,4,0.48275862068965514,0.16666666666666666,10,8,7,3,0,0.6551724137931034,0.4444444444444444
kaneko,0928,15,31,12,3,6,2,4,0.6129032258064516,0.2,6,9,5,1,0,0.8064516129032258,0.6
katagiri,0928,15,31,12,3,7,2,3,0.6129032258064516,0.2,8,7,6,1,1,0.7419354838709677,0.4666666666666667
kojimaarai,0928,15,45,13,2,7,3,3,0.7111111111111111,0.13333333333333333,11,4,7,2,2,0.7555555555555555,0.26666666666666666
komachiya,0928,15,30,11,4,6,3,2,0.6333333333333333,0.26666666666666666,9,6,6,2,1,0.7,0.4
kubota,0928,15,26,13,2,6,4,3,0.5,0.13333333333333333,11,4,6,3,2,0.5769230769230769,0.26666666666666666
kyusojin,0928,15,28,13,2,6,3,4,0.5357142857142857,0.13333333333333333,11,4,6,2,3,0.6071428571428572,0.26666666666666666
matsuda,0928,15,38,9,6,2,3,4,0.7631578947368421,0.4,6,9,2,2,2,0.8421052631578947,0.6
okumura,0928,15,32,11,4,5,3,3,0.65625,0.26666666666666666,9,6,5,2,2,0.71875,0.4
ozawa,0928,15,34,11,4,4,3,4,0.6764705882352942,0.26666666666666666,8,7,4,2,2,0.7647058823529411,0.4666666666666667
takeoka,0928,15,33,12,3,6,3,3,0.6363636363636364,0.2,10,5,6,2,2,0.696969696969697,0.3333333333333333
kaneko,0929,20,34,18,2,12,3,3,0.47058823529411764,0.1,16,4,10,3,3,0.5294117647058824,0.2
katagiri,0929,20,29,16,4,11,2,3,0.4482758620689655,0.2,10,10,8,2,0,0.6551724137931034,0.5
kojimaarai,0929,20,36,17,3,10,4,3,0.5277777777777778,0.15,13,7,9,4,0,0.6388888888888888,0.35
komachiya,0929,20,29,15,5,9,2,4,0.48275862068965514,0.25,8,12,5,2,1,0.7241379310344828,0.6
kubota,0929,20,26,16,4,12,0,4,0.3846153846153846,0.2,11,9,10,0,1,0.5769230769230769,0.45
kyusojin,0929,20,27,16,4,12,1,3,0.40740740740740744,0.2,11,9,10,1,0,0.5925925925925926,0.45
matsuda,0929,20,27,16,4,11,1,4,0.40740740740740744,0.2,12,8,9,1,2,0.5555555555555556,0.4
okumura,0929,20,36,16,4,11,2,3,0.5555555555555556,0.2,11,9,8,1,2,0.6944444444444444,0.45
ozawa,0929,20,37,16,4,10,2,4,0.5675675675675675,0.2,10,10,6,1,3,0.7297297297297297,0.5
takeoka,0929,20,25,17,3,11,3,3,0.31999999999999995,0.15,14,6,11,3,0,0.43999999999999995,0.3
kaneko,0930,18,53,13,5,6,1,6,0.7547169811320755,0.2777777777777778,9,9,5,1,3,0.8301886792452831,0.5
katagiri,0930,18,45,14,4,8,1,5,0.6888888888888889,0.2222222222222222,9,9,7,1,1,0.8,0.5
kojimaarai,0930,18,30,15,3,8,1,6,0.5,0.16666666666666666,10,8,8,1,1,0.6666666666666667,0.4444444444444444
komachiya,0930,18,35,14,4,7,0,7,0.6,0.2222222222222222,8,10,7,0,1,0.7714285714285715,0.5555555555555556
kubota,0930,18,41,14,4,7,1,6,0.6585365853658536,0.2222222222222222,10,8,6,1,3,0.7560975609756098,0.4444444444444444
kyusojin,0930,18,44,13,5,6,1,6,0.7045454545454546,0.2777777777777778,8,10,6,1,1,0.8181818181818181,0.5555555555555556
matsuda,0930,18,36,14,4,7,1,6,0.6111111111111112,0.2222222222222222,9,9,7,1,1,0.75,0.5
okumura,0930,18,43,13,5,6,1,6,0.6976744186046512,0.2777777777777778,8,10,6,1,1,0.813953488372093,0.5555555555555556
ozawa,0930,18,41,14,4,7,1,6,0.6585365853658536,0.2222222222222222,9,9,7,1,1,0.7804878048780488,0.5
takeoka,0930,18,37,14,4,11,1,2,0.6216216216216216,0.2222222222222222,8,10,8,0,0,0.7837837837837838,0.5555555555555556
kaneko,0931,18,32,14,4,8,2,4,0.5625,0.2222222222222222,12,6,8,2,2,0.625,0.3333333333333333
katagiri,0931,18,32,15,3,8,2,5,0.53125,0.16666666666666666,11,7,8,2,1,0.65625,0.3888888888888889
kojimaarai,0931,18,26,16,2,10,2,4,0.3846153846153846,0.1111111111111111,12,6,9,2,1,0.5384615384615384,0.3333333333333333
komachiya,0931,18,27,14,4,7,3,4,0.4814814814814815,0.2222222222222222,9,9,6,3,0,0.6666666666666667,0.5
kubota,0931,18,27,15,3,9,2,4,0.4444444444444444,0.16666666666666666,12,6,9,2,1,0.5555555555555556,0.3333333333333333
kyusojin,0931,18,31,11,7,6,1,4,0.6451612903225806,0.3888888888888889,8,10,6,1,1,0.7419354838709677,0.5555555555555556
matsuda,0931,18,27,14,4,7,3,4,0.4814814814814815,0.2222222222222222,10,8,6,3,1,0.6296296296296297,0.4444444444444444
okumura,0931,18,24,14,4,7,2,5,0.41666666666666663,0.2222222222222222,7,11,5,1,1,0.7083333333333333,0.6111111111111112
ozawa,0931,18,21,13,5,8,1,4,0.38095238095238093,0.2777777777777778,8,10,6,1,1,0.6190476190476191,0.5555555555555556
takeoka,0931,18,31,12,6,6,2,4,0.6129032258064516,0.3333333333333333,9,9,6,2,1,0.7096774193548387,0.5
kaneko,0932,18,46,16,2,13,0,3,0.6521739130434783,0.1111111111111111,14,4,10,0,4,0.6956521739130435,0.2222222222222222
katagiri,0932,18,33,17,1,9,2,6,0.48484848484848486,0.05555555555555555,14,4,9,2,3,0.5757575757575757,0.2222222222222222
kojimaarai,0932,18,37,16,2,10,1,5,0.5675675675675675,0.1111111111111111,14,4,9,2,3,0.6216216216216216,0.2222222222222222
komachiya,0932,18,44,17,1,9,3,5,0.6136363636363636,0.05555555555555555,13,5,8,3,2,0.7045454545454546,0.2777777777777778
kubota,0932,18,43,15,3,8,1,6,0.6511627906976745,0.16666666666666666,10,8,7,1,2,0.7674418604651163,0.4444444444444444
kyusojin,0932,18,37,18,0,12,0,6,0.5135135135135135,0.0,15,3,12,0,3,0.5945945945945945,0.16666666666666666
matsuda,0932,18,28,13,5,7,2,4,0.5357142857142857,0.2777777777777778,9,9,5,2,2,0.6785714285714286,0.5
okumura,0932,18,42,16,2,10,1,5,0.6190476190476191,0.1111111111111111,14,4,9,1,4,0.6666666666666667,0.2222222222222222
ozawa,0932,18,35,15,3,9,1,5,0.5714285714285714,0.16666666666666666,12,6,7,1,4,0.6571428571428571,0.3333333333333333
takeoka,0932,18,32,15,3,9,0,6,0.53125,0.16666666666666666,14,4,9,0,5,0.5625,0.2222222222222222
kaneko,0933,17,49,16,1,13,0,3,0.6734693877551021,0.058823529411764705,6,11,6,0,0,0.8775510204081632,0.6470588235294118
katagiri,0933,17,40,16,1,13,0,3,0.6,0.058823529411764705,13,4,13,0,0,0.675,0.23529411764705882
kojimaarai,0933,17,55,16,1,13,0,3,0.7090909090909091,0.058823529411764705,14,3,13,0,1,0.7454545454545455,0.17647058823529413
komachiya,0933,17,40,16,1,13,0,3,0.6,0.058823529411764705,13,4,13,0,0,0.675,0.23529411764705882
kubota,0933,17,35,15,2,11,0,4,0.5714285714285714,0.11764705882352941,13,4,11,0,2,0.6285714285714286,0.23529411764705882
kyusojin,0933,17,43,16,1,12,0,4,0.627906976744186,0.058823529411764705,14,3,12,0,2,0.6744186046511628,0.17647058823529413
matsuda,0933,17,34,15,2,11,0,4,0.5588235294117647,0.11764705882352941,11,6,10,0,1,0.6764705882352942,0.35294117647058826
okumura,0933,17,38,16,1,12,1,3,0.5789473684210527,0.058823529411764705,12,5,12,0,0,0.6842105263157895,0.29411764705882354
ozawa,0933,17,45,15,2,12,0,3,0.6666666666666667,0.11764705882352941,12,5,12,0,0,0.7333333333333334,0.29411764705882354
takeoka,0933,17,24,17,0,13,1,3,0.29166666666666663,0.0,14,3,13,1,0,0.41666666666666663,0.17647058823529413
kaneko,0934,19,46,16,3,12,2,2,0.6521739130434783,0.15789473684210525,15,4,10,2,3,0.6739130434782609,0.21052631578947367
katagiri,0934,19,38,16,3,10,3,3,0.5789473684210527,0.15789473684210525,13,6,7,3,3,0.6578947368421053,0.3157894736842105
kojimaarai,0934,19,37,13,6,7,4,2,0.6486486486486487,0.3157894736842105,11,8,5,4,2,0.7027027027027026,0.42105263157894735
komachiya,0934,19,29,17,2,10,4,3,0.4137931034482759,0.10526315789473684,14,5,8,4,2,0.5172413793103448,0.2631578947368421
kubota,0934,19,38,15,4,11,2,2,0.6052631578947368,0.21052631578947367,11,8,6,2,3,0.7105263157894737,0.42105263157894735
kyusojin,0934,19,33,15,4,9,4,2,0.5454545454545454,0.21052631578947367,13,6,8,4,1,0.6060606060606061,0.3157894736842105
matsuda,0934,19,33,18,1,12,2,4,0.4545454545454546,0.05263157894736842,15,4,10,2,3,0.5454545454545454,0.21052631578947367
okumura,0934,19,29,16,3,9,4,3,0.4482758620689655,0.15789473684210525,12,7,8,3,1,0.5862068965517242,0.3684210526315789
ozawa,0934,19,41,13,6,8,3,2,0.6829268292682926,0.3157894736842105,10,9,6,3,1,0.7560975609756098,0.47368421052631576
takeoka,0934,19,33,16,3,12,4,0,0.5151515151515151,0.15789473684210525,15,4,10,3,2,0.5454545454545454,0.21052631578947367
kaneko,0935,20,35,19,1,15,3,1,0.4571428571428572,0.05,16,4,13,3,0,0.5428571428571429,0.2
katagiri,0935,20,38,13,7,9,1,3,0.6578947368421053,0.35,12,8,9,1,2,0.6842105263157895,0.4
kojimaarai,0935,20,45,19,1,13,4,2,0.5777777777777777,0.05,17,3,10,3,4,0.6222222222222222,0.15
komachiya,0935,20,39,18,2,10,3,5,0.5384615384615384,0.1,16,4,10,3,3,0.5897435897435898,0.2
kubota,0935,20,33,18,2,13,3,2,0.4545454545454546,0.1,14,6,11,2,1,0.5757575757575757,0.3
kyusojin,0935,20,40,17,3,14,2,1,0.575,0.15,16,4,12,1,3,0.6,0.2
matsuda,0935,20,35,19,1,14,3,2,0.4571428571428572,0.05,16,4,11,2,3,0.5428571428571429,0.2
okumura,0935,20,35,16,4,10,2,4,0.5428571428571429,0.2,12,8,9,1,2,0.6571428571428571,0.4
ozawa,0935,20,36,16,4,10,2,4,0.5555555555555556,0.2,12,8,9,1,2,0.6666666666666667,0.4
takeoka,0935,20,30,20,0,12,5,3,0.33333333333333337,0.0,16,4,12,4,0,0.4666666666666667,0.2
kaneko,0936,21,37,15,6,12,2,1,0.5945945945945945,0.2857142857142857,12,9,11,1,0,0.6756756756756757,0.42857142857142855
katagiri,0936,21,44,12,9,7,1,4,0.7272727272727273,0.42857142857142855,10,11,6,1,3,0.7727272727272727,0.5238095238095238
kojimaarai,0936,21,31,14,7,8,1,5,0.5483870967741935,0.3333333333333333,10,11,5,1,4,0.6774193548387097,0.5238095238095238
komachiya,0936,21,37,13,8,7,2,4,0.6486486486486487,0.38095238095238093,11,10,6,2,3,0.7027027027027026,0.47619047619047616
kubota,0936,21,33,9,12,6,0,3,0.7272727272727273,0.5714285714285714,7,14,5,0,2,0.7878787878787878,0.6666666666666666
kyusojin,0936,21,39,14,7,8,3,3,0.641025641025641,0.3333333333333333,9,12,6,1,2,0.7692307692307692,0.5714285714285714
matsuda,0936,21,37,13,8,8,1,4,0.6486486486486487,0.38095238095238093,10,11,6,1,3,0.7297297297297297,0.5238095238095238
okumura,0936,21,36,14,7,7,3,4,0.6111111111111112,0.3333333333333333,10,11,7,1,2,0.7222222222222222,0.5238095238095238
ozawa,0936,21,38,11,10,7,1,3,0.7105263157894737,0.47619047619047616,7,14,7,0,0,0.8157894736842105,0.6666666666666666
takeoka,0936,21,37,14,7,8,2,4,0.6216216216216216,0.3333333333333333,10,11,6,2,2,0.7297297297297297,0.5238095238095238
kaneko,0937,16,46,12,4,7,2,3,0.7391304347826086,0.25,9,7,7,2,0,0.8043478260869565,0.4375
katagiri,0937,16,54,14,2,6,3,5,0.7407407407407407,0.125,13,3,6,3,4,0.7592592592592593,0.1875
kojimaarai,0937,16,38,15,1,7,2,6,0.6052631578947368,0.0625,11,5,7,2,2,0.7105263157894737,0.3125
komachiya,0937,16,44,13,3,7,3,3,0.7045454545454546,0.1875,11,5,7,3,1,0.75,0.3125
kubota,0937,16,44,15,1,8,2,5,0.6590909090909092,0.0625,13,3,7,2,4,0.7045454545454546,0.1875
kyusojin,0937,16,44,15,1,6,2,7,0.6590909090909092,0.0625,11,5,6,2,3,0.75,0.3125
matsuda,0937,16,40,14,2,6,2,6,0.65,0.125,10,6,6,2,2,0.75,0.375
okumura,0937,16,33,15,1,5,2,8,0.5454545454545454,0.0625,10,6,5,2,3,0.696969696969697,0.375
ozawa,0937,16,39,11,5,5,2,4,0.717948717948718,0.3125,9,7,4,2,3,0.7692307692307692,0.4375
takeoka,0937,16,39,14,2,6,2,6,0.641025641025641,0.125,9,7,5,2,2,0.7692307692307692,0.4375
kaneko,0938,21,57,18,3,13,0,5,0.6842105263157895,0.14285714285714285,12,9,9,0,3,0.7894736842105263,0.42857142857142855
katagiri,0938,21,51,19,2,13,0,6,0.6274509803921569,0.09523809523809523,13,8,10,0,3,0.7450980392156863,0.38095238095238093
kojimaarai,0938,21,51,18,3,15,0,3,0.6470588235294117,0.14285714285714285,16,5,13,0,3,0.6862745098039216,0.23809523809523808
komachiya,0938,21,49,18,3,11,1,6,0.6326530612244898,0.14285714285714285,13,8,10,0,3,0.7346938775510203,0.38095238095238093
kubota,0938,21,42,17,4,12,0,5,0.5952380952380952,0.19047619047619047,13,8,9,0,4,0.6904761904761905,0.38095238095238093
kyusojin,0938,21,46,16,5,12,0,4,0.6521739130434783,0.23809523809523808,13,8,10,0,3,0.7173913043478262,0.38095238095238093
matsuda,0938,21,50,16,5,12,0,4,0.6799999999999999,0.23809523809523808,13,8,9,0,4,0.74,0.38095238095238093
okumura,0938,21,37,16,5,11,1,4,0.5675675675675675,0.23809523809523808,13,8,9,1,3,0.6486486486486487,0.38095238095238093
ozawa,0938,21,40,16,5,12,1,3,0.6,0.23809523809523808,10,11,7,0,3,0.75,0.5238095238095238
takeoka,0938,21,48,16,5,10,0,6,0.6666666666666667,0.23809523809523808,13,8,10,0,3,0.7291666666666667,0.38095238095238093
kaneko,0939,16,32,11,5,7,2,2,0.65625,0.3125,10,6,7,1,2,0.6875,0.375
katagiri,0939,16,31,10,6,7,1,2,0.6774193548387097,0.375,7,9,6,0,1,0.7741935483870968,0.5625
kojimaarai,0939,16,22,13,3,11,0,2,0.40909090909090906,0.1875,10,6,10,0,0,0.5454545454545454,0.375
komachiya,0939,16,26,13,3,11,1,1,0.5,0.1875,11,5,9,1,1,0.5769230769230769,0.3125
kubota,0939,16,27,14,2,11,1,2,0.4814814814814815,0.125,12,4,10,1,1,0.5555555555555556,0.25
kyusojin,0939,16,27,12,4,10,0,2,0.5555555555555556,0.25,9,7,8,0,1,0.6666666666666667,0.4375
matsuda,0939,16,20,12,4,9,1,2,0.4,0.25,10,6,9,0,1,0.5,0.375
okumura,0939,16,33,13,3,9,1,3,0.6060606060606061,0.1875,9,7,7,1,1,0.7272727272727273,0.4375
ozawa,0939,16,33,12,4,10,1,1,0.6363636363636364,0.25,10,6,9,0,1,0.696969696969697,0.375
takeoka,0939,16,27,12,4,7,3,2,0.5555555555555556,0.25,9,7,6,2,1,0.6666666666666667,0.4375
kaneko,0940,15,32,13,2,10,2,1,0.59375,0.13333333333333333,9,6,8,0,1,0.71875,0.4
